City    ,State   ,WBAN No ,Lat(N)  ,Long(W) ,Elev(m) ,Pres(mb),Stn Type,Year,Month,Flat-Plate Collector Facing South at Fixed Tilt=0,Flat-Plate Collector Facing South at Fixed Tilt=Lat-15,Flat-Plate Collector Facing South at Fixed Tilt=Lat,Flat-Plate Collector Facing South at Fixed Tilt=Lat+15,Flat-Plate Collector Facing South at Fixed Tilt=90,1-Axis Tracking Flat-Plate Collector with North-South Axis Axis Tilt=0,1-Axis Tracking Flat-Plate Collector with North-South Axis Axis Tilt=Lat-15,1-Axis Tracking Flat-Plate Collector with North-South Axis Axis Tilt=Lat,1-Axis Tracking Flat-Plate Collector with North-South Axis Axis Tilt=Lat+15,2-Axis Tracking Flat-Plate Collector,1-Axis Tracking Concentrating Collector with East-West Horizontal Axis,1-Axis Tracking Concentrating Collector with North-South Horizontal Axis,1-Axis Tracking Concentrating Collector with North-South Axis Axis Tilt=Lat,2-Axis Tracking Concentrating Collector
FLAGSTAFF,AZ, 03103, 35.13,111.67,  2135,   788,Secondary,63, 1, 3.3, 4.9, 5.8, 6.3, 6.1, 5.4, 6.6, 7.3, 7.7, 7.8, 5.3, 4.4, 6.0, 6.4
FLAGSTAFF,AZ, 03103, 35.13,111.67,  2135,   788,Secondary,63, 2, 4.1, 5.4, 6.0, 6.3, 5.4, 6.3, 7.3, 7.8, 8.0, 8.0, 5.0, 4.9, 6.2, 6.4
FLAGSTAFF,AZ, 03103, 35.13,111.67,  2135,   788,Secondary,63, 3, 5.1, 5.9, 6.2, 6.2, 4.4, 7.3, 8.0, 8.3, 8.2, 8.3, 4.7, 5.6, 6.4, 6.4
FLAGSTAFF,AZ, 03103, 35.13,111.67,  2135,   788,Secondary,63, 4, 6.0, 6.4, 6.3, 5.9, 3.4, 8.5, 8.9, 8.8, 8.5, 8.9, 4.6, 6.3, 6.5, 6.6
FLAGSTAFF,AZ, 03103, 35.13,111.67,  2135,   788,Secondary,63, 5, 7.5, 7.5, 7.0, 6.2, 2.7,10.6,10.7,10.4, 9.8,10.8, 6.3, 8.5, 8.3, 8.7
FLAGSTAFF,AZ, 03103, 35.13,111.67,  2135,   788,Secondary,63, 6, 8.2, 7.8, 7.1, 6.0, 2.3,11.8,11.6,11.2,10.5,12.0, 7.2, 9.8, 9.1, 9.9
FLAGSTAFF,AZ, 03103, 35.13,111.67,  2135,   788,Secondary,63, 7, 6.5, 6.4, 5.9, 5.1, 2.2, 8.8, 8.8, 8.4, 7.9, 8.9, 4.7, 6.3, 5.9, 6.4
FLAGSTAFF,AZ, 03103, 35.13,111.67,  2135,   788,Secondary,63, 8, 4.4, 4.5, 4.3, 3.9, 2.1, 5.7, 5.8, 5.7, 5.5, 5.9, 2.3, 3.3, 3.3, 3.4
FLAGSTAFF,AZ, 03103, 35.13,111.67,  2135,   788,Secondary,63, 9, 5.2, 5.9, 6.1, 5.9, 3.8, 7.6, 8.2, 8.3, 8.1, 8.3, 4.5, 5.8, 6.4, 6.4
FLAGSTAFF,AZ, 03103, 35.13,111.67,  2135,   788,Secondary,63,10, 4.3, 5.4, 5.9, 6.0, 4.6, 6.5, 7.3, 7.7, 7.7, 7.7, 4.6, 5.0, 6.0, 6.1
FLAGSTAFF,AZ, 03103, 35.13,111.67,  2135,   788,Secondary,63,11, 3.2, 4.4, 5.0, 5.4, 4.8, 4.8, 5.7, 6.2, 6.4, 6.5, 4.1, 3.5, 4.7, 4.9
FLAGSTAFF,AZ, 03103, 35.13,111.67,  2135,   788,Secondary,63,12, 3.2, 4.9, 5.9, 6.5, 6.2, 5.2, 6.4, 7.2, 7.7, 7.9, 5.7, 4.3, 6.2, 6.7
FLAGSTAFF,AZ, 03103, 35.13,111.67,  2135,   788,Secondary,64, 1, 3.3, 4.8, 5.7, 6.2, 5.8, 5.2, 6.3, 7.0, 7.4, 7.5, 5.1, 4.1, 5.7, 6.1
FLAGSTAFF,AZ, 03103, 35.13,111.67,  2135,   788,Secondary,64, 2, 4.5, 6.0, 6.8, 7.1, 6.0, 7.1, 8.2, 8.8, 9.0, 9.0, 6.0, 5.9, 7.4, 7.6
FLAGSTAFF,AZ, 03103, 35.13,111.67,  2135,   788,Secondary,64, 3, 5.3, 6.2, 6.6, 6.6, 5.1, 7.7, 8.4, 8.7, 8.7, 8.7, 4.7, 5.6, 6.4, 6.4
FLAGSTAFF,AZ, 03103, 35.13,111.67,  2135,   788,Secondary,64, 4, 6.1, 6.5, 6.4, 6.0, 3.5, 8.6, 8.9, 8.9, 8.6, 9.0, 4.6, 6.3, 6.5, 6.6
FLAGSTAFF,AZ, 03103, 35.13,111.67,  2135,   788,Secondary,64, 5, 7.0, 7.0, 6.5, 5.7, 2.6, 9.6, 9.7, 9.4, 8.9, 9.8, 5.2, 7.1, 6.9, 7.3
FLAGSTAFF,AZ, 03103, 35.13,111.67,  2135,   788,Secondary,64, 6, 8.1, 7.8, 7.1, 6.1, 2.3,11.1,11.0,10.6, 9.9,11.3, 6.6, 8.8, 8.2, 8.9
FLAGSTAFF,AZ, 03103, 35.13,111.67,  2135,   788,Secondary,64, 7, 5.8, 5.6, 5.2, 4.6, 2.1, 7.4, 7.4, 7.1, 6.7, 7.6, 3.6, 4.8, 4.5, 4.9
FLAGSTAFF,AZ, 03103, 35.13,111.67,  2135,   788,Secondary,64, 8, 5.5, 5.7, 5.5, 5.0, 2.6, 7.6, 7.8, 7.6, 7.3, 7.8, 4.0, 5.4, 5.4, 5.6
FLAGSTAFF,AZ, 03103, 35.13,111.67,  2135,   788,Secondary,64, 9, 5.1, 5.8, 5.9, 5.6, 3.6, 7.2, 7.7, 7.8, 7.6, 7.8, 4.0, 5.1, 5.6, 5.6
FLAGSTAFF,AZ, 03103, 35.13,111.67,  2135,   788,Secondary,64,10, 4.8, 6.2, 6.8, 6.9, 5.4, 7.4, 8.4, 8.9, 9.0, 9.0, 5.7, 6.1, 7.4, 7.5
FLAGSTAFF,AZ, 03103, 35.13,111.67,  2135,   788,Secondary,64,11, 3.2, 4.4, 5.0, 5.4, 4.9, 4.8, 5.7, 6.2, 6.5, 6.5, 4.1, 3.5, 4.7, 4.9
FLAGSTAFF,AZ, 03103, 35.13,111.67,  2135,   788,Secondary,64,12, 2.5, 3.7, 4.3, 4.7, 4.4, 3.9, 4.7, 5.2, 5.5, 5.6, 3.7, 2.8, 4.0, 4.3
FLAGSTAFF,AZ, 03103, 35.13,111.67,  2135,   788,Secondary,65, 1, 3.0, 4.2, 4.9, 5.3, 5.0, 4.5, 5.4, 6.0, 6.3, 6.4, 4.0, 3.3, 4.5, 4.8
FLAGSTAFF,AZ, 03103, 35.13,111.67,  2135,   788,Secondary,65, 2, 4.3, 5.6, 6.3, 6.7, 5.8, 6.5, 7.5, 8.1, 8.3, 8.3, 5.0, 4.9, 6.2, 6.4
FLAGSTAFF,AZ, 03103, 35.13,111.67,  2135,   788,Secondary,65, 3, 4.9, 5.8, 6.1, 6.0, 4.5, 7.0, 7.7, 7.9, 7.8, 7.9, 4.0, 4.8, 5.5, 5.5
FLAGSTAFF,AZ, 03103, 35.13,111.67,  2135,   788,Secondary,65, 4, 5.9, 6.3, 6.1, 5.8, 3.7, 8.0, 8.3, 8.2, 7.9, 8.3, 3.8, 5.1, 5.2, 5.3
FLAGSTAFF,AZ, 03103, 35.13,111.67,  2135,   788,Secondary,65, 5, 7.0, 6.9, 6.5, 5.7, 2.6, 9.6, 9.7, 9.4, 8.9, 9.8, 5.3, 7.2, 7.0, 7.4
FLAGSTAFF,AZ, 03103, 35.13,111.67,  2135,   788,Secondary,65, 6, 7.2, 6.9, 6.3, 5.4, 2.2, 9.8, 9.7, 9.3, 8.7, 9.9, 5.4, 7.2, 6.8, 7.3
FLAGSTAFF,AZ, 03103, 35.13,111.67,  2135,   788,Secondary,65, 7, 6.1, 5.9, 5.5, 4.8, 2.2, 7.8, 7.8, 7.5, 7.0, 7.9, 3.8, 5.0, 4.7, 5.1
FLAGSTAFF,AZ, 03103, 35.13,111.67,  2135,   788,Secondary,65, 8, 6.4, 6.6, 6.3, 5.8, 2.9, 8.9, 9.2, 9.0, 8.6, 9.2, 5.0, 6.8, 6.8, 7.0
FLAGSTAFF,AZ, 03103, 35.13,111.67,  2135,   788,Secondary,65, 9, 5.4, 6.2, 6.3, 6.1, 4.0, 8.0, 8.6, 8.7, 8.5, 8.7, 4.7, 6.1, 6.7, 6.7
FLAGSTAFF,AZ, 03103, 35.13,111.67,  2135,   788,Secondary,65,10, 5.0, 6.4, 7.0, 7.2, 5.6, 7.8, 8.9, 9.3, 9.4, 9.4, 6.1, 6.7, 8.0, 8.1
FLAGSTAFF,AZ, 03103, 35.13,111.67,  2135,   788,Secondary,65,11, 2.8, 3.8, 4.2, 4.4, 3.8, 4.1, 4.8, 5.1, 5.3, 5.3, 3.1, 2.8, 3.7, 3.8
FLAGSTAFF,AZ, 03103, 35.13,111.67,  2135,   788,Secondary,65,12, 2.6, 3.7, 4.3, 4.7, 4.5, 3.9, 4.7, 5.2, 5.5, 5.6, 3.3, 2.5, 3.6, 3.9
FLAGSTAFF,AZ, 03103, 35.13,111.67,  2135,   788,Secondary,66, 1, 3.1, 4.5, 5.3, 5.8, 5.7, 5.0, 6.0, 6.6, 7.0, 7.1, 4.4, 3.7, 5.0, 5.4
FLAGSTAFF,AZ, 03103, 35.13,111.67,  2135,   788,Secondary,66, 2, 4.1, 5.3, 6.0, 6.4, 5.8, 6.3, 7.3, 7.8, 8.0, 8.0, 4.7, 4.7, 5.9, 6.0
FLAGSTAFF,AZ, 03103, 35.13,111.67,  2135,   788,Secondary,66, 3, 5.3, 6.2, 6.6, 6.5, 4.8, 7.7, 8.4, 8.7, 8.7, 8.7, 4.8, 5.8, 6.6, 6.6
FLAGSTAFF,AZ, 03103, 35.13,111.67,  2135,   788,Secondary,66, 4, 6.8, 7.3, 7.2, 6.7, 3.8, 9.9,10.3,10.3, 9.9,10.4, 5.8, 7.9, 8.2, 8.3
FLAGSTAFF,AZ, 03103, 35.13,111.67,  2135,   788,Secondary,66, 5, 7.3, 7.3, 6.8, 6.0, 2.6,10.3,10.4,10.1, 9.5,10.5, 5.9, 8.1, 7.8, 8.2
FLAGSTAFF,AZ, 03103, 35.13,111.67,  2135,   788,Secondary,66, 6, 7.1, 6.8, 6.2, 5.3, 2.2, 9.8, 9.7, 9.3, 8.7, 9.9, 5.4, 7.3, 6.8, 7.4
FLAGSTAFF,AZ, 03103, 35.13,111.67,  2135,   788,Secondary,66, 7, 6.3, 6.2, 5.7, 5.0, 2.2, 8.5, 8.5, 8.2, 7.7, 8.7, 4.3, 5.8, 5.5, 5.9
FLAGSTAFF,AZ, 03103, 35.13,111.67,  2135,   788,Secondary,66, 8, 6.0, 6.3, 6.0, 5.5, 2.8, 8.4, 8.6, 8.5, 8.1, 8.7, 4.3, 5.9, 5.9, 6.1
FLAGSTAFF,AZ, 03103, 35.13,111.67,  2135,   788,Secondary,66, 9, 5.2, 5.9, 6.0, 5.7, 3.7, 7.5, 8.0, 8.1, 7.9, 8.1, 4.1, 5.4, 5.8, 5.8
FLAGSTAFF,AZ, 03103, 35.13,111.67,  2135,   788,Secondary,66,10, 4.4, 5.5, 6.0, 6.2, 4.8, 6.5, 7.4, 7.8, 7.9, 7.9, 4.8, 5.1, 6.2, 6.3
FLAGSTAFF,AZ, 03103, 35.13,111.67,  2135,   788,Secondary,66,11, 3.6, 5.2, 6.0, 6.5, 5.8, 5.7, 6.9, 7.5, 7.9, 7.9, 5.4, 4.7, 6.3, 6.6
FLAGSTAFF,AZ, 03103, 35.13,111.67,  2135,   788,Secondary,66,12, 2.9, 4.3, 5.1, 5.6, 5.3, 4.6, 5.6, 6.2, 6.6, 6.8, 4.7, 3.6, 5.1, 5.5
FLAGSTAFF,AZ, 03103, 35.13,111.67,  2135,   788,Secondary,67, 1, 3.2, 4.7, 5.6, 6.1, 5.8, 5.2, 6.2, 6.9, 7.3, 7.4, 4.9, 4.0, 5.5, 5.9
FLAGSTAFF,AZ, 03103, 35.13,111.67,  2135,   788,Secondary,67, 2, 4.4, 5.9, 6.6, 7.0, 5.8, 6.9, 8.0, 8.6, 8.8, 8.8, 5.8, 5.7, 7.2, 7.4
FLAGSTAFF,AZ, 03103, 35.13,111.67,  2135,   788,Secondary,67, 3, 4.9, 5.7, 6.0, 5.9, 4.3, 6.9, 7.6, 7.8, 7.7, 7.8, 4.2, 5.0, 5.7, 5.7
FLAGSTAFF,AZ, 03103, 35.13,111.67,  2135,   788,Secondary,67, 4, 6.4, 6.9, 6.8, 6.3, 3.7, 9.1, 9.5, 9.5, 9.2, 9.6, 5.0, 6.8, 7.0, 7.1
FLAGSTAFF,AZ, 03103, 35.13,111.67,  2135,   788,Secondary,67, 5, 7.0, 7.0, 6.6, 5.8, 2.6, 9.9, 9.9, 9.7, 9.1,10.1, 5.5, 7.6, 7.4, 7.8
FLAGSTAFF,AZ, 03103, 35.13,111.67,  2135,   788,Secondary,67, 6, 7.5, 7.2, 6.5, 5.6, 2.2,10.5,10.4,10.0, 9.3,10.6, 6.0, 8.1, 7.6, 8.2
FLAGSTAFF,AZ, 03103, 35.13,111.67,  2135,   788,Secondary,67, 7, 5.3, 5.3, 4.9, 4.3, 2.1, 6.7, 6.7, 6.4, 6.0, 6.8, 2.8, 3.7, 3.5, 3.7
FLAGSTAFF,AZ, 03103, 35.13,111.67,  2135,   788,Secondary,67, 8, 5.5, 5.7, 5.5, 5.0, 2.6, 7.5, 7.7, 7.6, 7.2, 7.8, 3.6, 5.0, 5.0, 5.2
FLAGSTAFF,AZ, 03103, 35.13,111.67,  2135,   788,Secondary,67, 9, 5.0, 5.6, 5.7, 5.5, 3.6, 7.0, 7.5, 7.6, 7.5, 7.6, 3.8, 4.9, 5.3, 5.3
FLAGSTAFF,AZ, 03103, 35.13,111.67,  2135,   788,Secondary,67,10, 5.0, 6.5, 7.1, 7.3, 5.7, 7.8, 8.9, 9.4, 9.5, 9.5, 6.2, 6.7, 8.1, 8.2
FLAGSTAFF,AZ, 03103, 35.13,111.67,  2135,   788,Secondary,67,11, 3.3, 4.6, 5.3, 5.6, 4.9, 5.0, 6.0, 6.5, 6.8, 6.8, 4.5, 3.9, 5.2, 5.5
FLAGSTAFF,AZ, 03103, 35.13,111.67,  2135,   788,Secondary,67,12, 2.8, 4.2, 4.9, 5.4, 5.2, 4.4, 5.4, 6.0, 6.4, 6.5, 4.3, 3.3, 4.7, 5.0
FLAGSTAFF,AZ, 03103, 35.13,111.67,  2135,   788,Secondary,68, 1, 3.4, 4.9, 5.7, 6.3, 6.1, 5.3, 6.4, 7.1, 7.5, 7.6, 4.7, 3.7, 5.2, 5.6
FLAGSTAFF,AZ, 03103, 35.13,111.67,  2135,   788,Secondary,68, 2, 3.9, 4.9, 5.5, 5.7, 5.0, 5.7, 6.4, 6.8, 7.0, 7.0, 3.8, 3.8, 4.7, 4.8
FLAGSTAFF,AZ, 03103, 35.13,111.67,  2135,   788,Secondary,68, 3, 4.9, 5.7, 5.9, 5.8, 4.1, 7.1, 7.7, 7.9, 7.8, 7.9, 4.3, 5.2, 5.9, 5.9
FLAGSTAFF,AZ, 03103, 35.13,111.67,  2135,   788,Secondary,68, 4, 6.2, 6.6, 6.5, 6.1, 3.5, 8.9, 9.2, 9.2, 8.9, 9.3, 4.9, 6.7, 6.9, 7.0
FLAGSTAFF,AZ, 03103, 35.13,111.67,  2135,   788,Secondary,68, 5, 7.2, 7.2, 6.7, 5.9, 2.6,10.1,10.2, 9.9, 9.3,10.3, 5.7, 7.8, 7.5, 8.0
FLAGSTAFF,AZ, 03103, 35.13,111.67,  2135,   788,Secondary,68, 6, 8.0, 7.7, 6.9, 5.9, 2.3,11.4,11.3,10.8,10.1,11.6, 6.9, 9.3, 8.7, 9.5
FLAGSTAFF,AZ, 03103, 35.13,111.67,  2135,   788,Secondary,68, 7, 6.6, 6.4, 5.9, 5.2, 2.2, 8.8, 8.8, 8.4, 7.9, 8.9, 4.7, 6.2, 5.9, 6.3
FLAGSTAFF,AZ, 03103, 35.13,111.67,  2135,   788,Secondary,68, 8, 6.0, 6.2, 6.0, 5.5, 2.8, 8.3, 8.5, 8.4, 8.0, 8.6, 4.4, 6.0, 6.1, 6.2
FLAGSTAFF,AZ, 03103, 35.13,111.67,  2135,   788,Secondary,68, 9, 6.1, 7.0, 7.2, 7.0, 4.4, 9.3,10.0,10.1, 9.9,10.1, 5.9, 7.7, 8.4, 8.4
FLAGSTAFF,AZ, 03103, 35.13,111.67,  2135,   788,Secondary,68,10, 4.6, 5.9, 6.4, 6.6, 5.1, 7.1, 8.1, 8.5, 8.6, 8.6, 5.4, 5.9, 7.1, 7.1
FLAGSTAFF,AZ, 03103, 35.13,111.67,  2135,   788,Secondary,68,11, 3.3, 4.7, 5.4, 5.8, 5.1, 5.1, 6.1, 6.7, 6.9, 7.0, 4.7, 4.0, 5.4, 5.7
FLAGSTAFF,AZ, 03103, 35.13,111.67,  2135,   788,Secondary,68,12, 2.8, 4.2, 5.0, 5.5, 5.3, 4.5, 5.5, 6.1, 6.5, 6.6, 4.2, 3.3, 4.6, 5.0
FLAGSTAFF,AZ, 03103, 35.13,111.67,  2135,   788,Secondary,69, 1, 2.7, 3.6, 4.2, 4.5, 4.2, 3.8, 4.6, 5.0, 5.3, 5.3, 3.1, 2.5, 3.4, 3.7
FLAGSTAFF,AZ, 03103, 35.13,111.67,  2135,   788,Secondary,69, 2, 3.7, 4.7, 5.2, 5.4, 4.8, 5.4, 6.1, 6.5, 6.7, 6.7, 3.3, 3.3, 4.2, 4.3
FLAGSTAFF,AZ, 03103, 35.13,111.67,  2135,   788,Secondary,69, 3, 5.6, 6.5, 6.9, 6.9, 5.4, 8.2, 8.9, 9.2, 9.2, 9.2, 4.7, 5.8, 6.6, 6.6
FLAGSTAFF,AZ, 03103, 35.13,111.67,  2135,   788,Secondary,69, 4, 6.8, 7.3, 7.2, 6.7, 3.6,10.0,10.5,10.4,10.0,10.5, 6.0, 8.2, 8.4, 8.6
FLAGSTAFF,AZ, 03103, 35.13,111.67,  2135,   788,Secondary,69, 5, 7.5, 7.4, 6.9, 6.1, 2.7,10.5,10.6,10.3, 9.7,10.8, 6.2, 8.5, 8.2, 8.6
FLAGSTAFF,AZ, 03103, 35.13,111.67,  2135,   788,Secondary,69, 6, 7.8, 7.5, 6.8, 5.8, 2.3,11.0,10.9,10.4, 9.8,11.2, 6.5, 8.7, 8.2, 8.9
FLAGSTAFF,AZ, 03103, 35.13,111.67,  2135,   788,Secondary,69, 7, 6.1, 5.9, 5.5, 4.8, 2.1, 8.3, 8.3, 8.0, 7.5, 8.4, 4.1, 5.6, 5.3, 5.7
FLAGSTAFF,AZ, 03103, 35.13,111.67,  2135,   788,Secondary,69, 8, 5.7, 5.9, 5.7, 5.2, 2.7, 7.8, 8.0, 7.9, 7.5, 8.0, 3.9, 5.3, 5.3, 5.5
FLAGSTAFF,AZ, 03103, 35.13,111.67,  2135,   788,Secondary,69, 9, 5.3, 6.0, 6.2, 6.0, 3.8, 7.8, 8.4, 8.5, 8.3, 8.5, 4.5, 5.9, 6.4, 6.4
FLAGSTAFF,AZ, 03103, 35.13,111.67,  2135,   788,Secondary,69,10, 4.4, 5.5, 6.0, 6.2, 4.8, 6.7, 7.5, 7.9, 8.0, 8.0, 4.8, 5.3, 6.3, 6.4
FLAGSTAFF,AZ, 03103, 35.13,111.67,  2135,   788,Secondary,69,11, 3.4, 4.8, 5.6, 6.0, 5.3, 5.4, 6.4, 7.0, 7.3, 7.4, 5.1, 4.4, 5.9, 6.2
FLAGSTAFF,AZ, 03103, 35.13,111.67,  2135,   788,Secondary,69,12, 2.8, 4.2, 5.0, 5.5, 5.1, 4.4, 5.5, 6.1, 6.5, 6.6, 4.6, 3.5, 5.0, 5.4
FLAGSTAFF,AZ, 03103, 35.13,111.67,  2135,   788,Secondary,70, 1, 2.9, 4.1, 4.7, 5.1, 4.6, 4.3, 5.2, 5.7, 6.0, 6.1, 3.9, 3.2, 4.4, 4.7
FLAGSTAFF,AZ, 03103, 35.13,111.67,  2135,   788,Secondary,70, 2, 3.7, 4.7, 5.3, 5.5, 4.5, 5.4, 6.2, 6.6, 6.8, 6.8, 4.1, 4.0, 5.0, 5.2
FLAGSTAFF,AZ, 03103, 35.13,111.67,  2135,   788,Secondary,70, 3, 5.4, 6.3, 6.6, 6.6, 4.9, 8.0, 8.7, 8.9, 8.9, 8.9, 4.8, 5.9, 6.6, 6.6
FLAGSTAFF,AZ, 03103, 35.13,111.67,  2135,   788,Secondary,70, 4, 6.5, 7.0, 6.9, 6.5, 3.9, 9.5, 9.9, 9.9, 9.6,10.0, 5.4, 7.4, 7.7, 7.8
FLAGSTAFF,AZ, 03103, 35.13,111.67,  2135,   788,Secondary,70, 5, 7.8, 7.7, 7.2, 6.3, 2.7,11.2,11.3,10.9,10.3,11.4, 6.7, 9.2, 8.9, 9.4
FLAGSTAFF,AZ, 03103, 35.13,111.67,  2135,   788,Secondary,70, 6, 7.6, 7.3, 6.6, 5.7, 2.2,10.6,10.5,10.1, 9.4,10.8, 6.2, 8.4, 7.9, 8.6
FLAGSTAFF,AZ, 03103, 35.13,111.67,  2135,   788,Secondary,70, 7, 6.1, 6.0, 5.6, 4.9, 2.2, 8.1, 8.1, 7.8, 7.4, 8.3, 4.0, 5.4, 5.2, 5.5
