City    ,State   ,WBAN No ,Lat(N)  ,Long(W) ,Elev(m) ,Pres(mb),Stn Type,Year,Month,Flat-Plate Collector Facing South at Fixed Tilt=0,Flat-Plate Collector Facing South at Fixed Tilt=Lat-15,Flat-Plate Collector Facing South at Fixed Tilt=Lat,Flat-Plate Collector Facing South at Fixed Tilt=Lat+15,Flat-Plate Collector Facing South at Fixed Tilt=90,1-Axis Tracking Flat-Plate Collector with North-South Axis Axis Tilt=0,1-Axis Tracking Flat-Plate Collector with North-South Axis Axis Tilt=Lat-15,1-Axis Tracking Flat-Plate Collector with North-South Axis Axis Tilt=Lat,1-Axis Tracking Flat-Plate Collector with North-South Axis Axis Tilt=Lat+15,2-Axis Tracking Flat-Plate Collector,1-Axis Tracking Concentrating Collector with East-West Horizontal Axis,1-Axis Tracking Concentrating Collector with North-South Horizontal Axis,1-Axis Tracking Concentrating Collector with North-South Axis Axis Tilt=Lat,2-Axis Tracking Concentrating Collector
REDMOND,OR, 24230, 44.27,121.15,   940,   909,Primary,62, 8, 6.3, 6.9, 6.6, 6.0, 3.8, 9.2, 9.8, 9.6, 9.2, 9.8, 5.3, 7.1, 7.4, 7.6
REDMOND,OR, 24230, 44.27,121.15,   940,   909,Primary,62, 9, 5.3, 6.6, 6.7, 6.4, 4.8, 8.0, 9.1, 9.2, 9.0, 9.2, 5.2, 6.3, 7.2, 7.3
REDMOND,OR, 24230, 44.27,121.15,   940,   909,Primary,62,10, 3.0, 4.3, 4.6, 4.7, 4.0, 4.5, 5.4, 5.7, 5.7, 5.8, 3.2, 3.0, 4.0, 4.1
REDMOND,OR, 24230, 44.27,121.15,   940,   909,Primary,62,11, 1.8, 2.7, 3.0, 3.1, 2.8, 2.5, 3.2, 3.4, 3.5, 3.6, 1.9, 1.4, 2.1, 2.2
REDMOND,OR, 24230, 44.27,121.15,   940,   909,Primary,62,12, 1.5, 2.6, 3.0, 3.2, 3.0, 2.3, 3.1, 3.4, 3.6, 3.6, 2.2, 1.4, 2.3, 2.5
REDMOND,OR, 24230, 44.27,121.15,   940,   909,Primary,63, 1, 1.9, 3.4, 4.0, 4.2, 4.0, 3.1, 4.2, 4.7, 4.9, 4.9, 3.3, 2.2, 3.6, 3.8
REDMOND,OR, 24230, 44.27,121.15,   940,   909,Primary,63, 2, 2.3, 3.1, 3.3, 3.3, 2.9, 3.0, 3.6, 3.8, 3.8, 3.8, 1.9, 1.5, 2.2, 2.3
REDMOND,OR, 24230, 44.27,121.15,   940,   909,Primary,63, 3, 3.7, 4.7, 4.9, 4.8, 3.8, 5.1, 5.9, 6.0, 5.9, 6.1, 2.9, 3.1, 3.8, 3.8
REDMOND,OR, 24230, 44.27,121.15,   940,   909,Primary,63, 4, 4.3, 4.6, 4.5, 4.1, 2.8, 5.5, 5.8, 5.7, 5.4, 5.8, 2.1, 2.8, 3.0, 3.0
REDMOND,OR, 24230, 44.27,121.15,   940,   909,Primary,63, 5, 6.3, 6.4, 5.9, 5.2, 3.1, 8.7, 8.9, 8.6, 8.1, 9.0, 4.5, 6.1, 6.0, 6.3
REDMOND,OR, 24230, 44.27,121.15,   940,   909,Primary,63, 6, 6.6, 6.4, 5.9, 5.1, 2.9, 8.9, 9.0, 8.6, 8.1, 9.2, 4.4, 6.0, 5.7, 6.2
REDMOND,OR, 24230, 44.27,121.15,   940,   909,Primary,63, 7, 7.4, 7.4, 6.9, 5.9, 3.3,10.5,10.7,10.3, 9.7,10.9, 6.0, 8.1, 7.8, 8.4
REDMOND,OR, 24230, 44.27,121.15,   940,   909,Primary,63, 8, 6.4, 7.0, 6.7, 6.1, 3.9, 9.2, 9.7, 9.6, 9.1, 9.8, 5.1, 6.8, 7.0, 7.2
REDMOND,OR, 24230, 44.27,121.15,   940,   909,Primary,63, 9, 4.7, 5.7, 5.8, 5.6, 4.1, 6.8, 7.6, 7.7, 7.5, 7.7, 4.0, 4.8, 5.5, 5.5
REDMOND,OR, 24230, 44.27,121.15,   940,   909,Primary,63,10, 2.9, 4.0, 4.2, 4.2, 3.5, 4.1, 4.9, 5.1, 5.1, 5.1, 2.7, 2.5, 3.4, 3.4
REDMOND,OR, 24230, 44.27,121.15,   940,   909,Primary,63,11, 1.8, 2.7, 2.9, 3.0, 2.8, 2.5, 3.1, 3.3, 3.5, 3.5, 1.9, 1.3, 2.1, 2.2
REDMOND,OR, 24230, 44.27,121.15,   940,   909,Primary,63,12, 1.3, 2.1, 2.4, 2.5, 2.4, 1.8, 2.4, 2.7, 2.8, 2.8, 1.6, 0.9, 1.6, 1.8
REDMOND,OR, 24230, 44.27,121.15,   940,   909,Primary,64, 1, 1.5, 2.3, 2.6, 2.7, 2.5, 2.0, 2.6, 2.9, 3.0, 3.0, 1.6, 1.0, 1.7, 1.8
REDMOND,OR, 24230, 44.27,121.15,   940,   909,Primary,64, 2, 2.8, 4.4, 4.8, 5.0, 4.4, 4.4, 5.6, 5.9, 6.1, 6.1, 3.6, 3.1, 4.4, 4.5
REDMOND,OR, 24230, 44.27,121.15,   940,   909,Primary,64, 3, 3.5, 4.1, 4.2, 4.0, 3.2, 4.5, 5.0, 5.1, 4.9, 5.1, 2.1, 2.3, 2.8, 2.8
REDMOND,OR, 24230, 44.27,121.15,   940,   909,Primary,64, 4, 5.4, 6.1, 5.9, 5.5, 3.8, 7.5, 8.1, 8.0, 7.7, 8.1, 3.8, 4.9, 5.3, 5.4
REDMOND,OR, 24230, 44.27,121.15,   940,   909,Primary,64, 5, 6.7, 6.8, 6.4, 5.7, 3.4, 8.9, 9.1, 8.9, 8.4, 9.3, 4.3, 5.7, 5.7, 6.0
REDMOND,OR, 24230, 44.27,121.15,   940,   909,Primary,64, 6, 6.3, 6.1, 5.6, 4.8, 2.8, 8.2, 8.2, 7.9, 7.4, 8.4, 3.7, 4.9, 4.7, 5.1
REDMOND,OR, 24230, 44.27,121.15,   940,   909,Primary,64, 7, 7.1, 7.1, 6.6, 5.7, 3.2, 9.9,10.0, 9.7, 9.1,10.2, 5.4, 7.1, 6.9, 7.4
REDMOND,OR, 24230, 44.27,121.15,   940,   909,Primary,64, 8, 6.4, 7.0, 6.7, 6.1, 3.9, 9.4, 9.9, 9.7, 9.3, 9.9, 5.2, 6.9, 7.2, 7.4
REDMOND,OR, 24230, 44.27,121.15,   940,   909,Primary,64, 9, 5.2, 6.6, 6.7, 6.4, 4.8, 7.9, 9.0, 9.1, 8.9, 9.1, 5.0, 6.0, 6.9, 6.9
REDMOND,OR, 24230, 44.27,121.15,   940,   909,Primary,64,10, 3.5, 5.0, 5.4, 5.5, 4.6, 5.3, 6.5, 6.8, 6.8, 6.8, 4.1, 3.9, 5.1, 5.2
REDMOND,OR, 24230, 44.27,121.15,   940,   909,Primary,64,11, 1.6, 2.3, 2.5, 2.6, 2.3, 2.1, 2.6, 2.8, 2.9, 2.9, 1.4, 1.0, 1.6, 1.7
REDMOND,OR, 24230, 44.27,121.15,   940,   909,Primary,64,12, 1.2, 1.9, 2.1, 2.2, 2.1, 1.6, 2.2, 2.3, 2.5, 2.5, 1.3, 0.8, 1.4, 1.5
REDMOND,OR, 24230, 44.27,121.15,   940,   909,Primary,65, 1, 1.6, 2.4, 2.7, 2.8, 2.6, 2.1, 2.7, 3.0, 3.1, 3.1, 1.6, 1.0, 1.7, 1.8
REDMOND,OR, 24230, 44.27,121.15,   940,   909,Primary,65, 2, 2.5, 3.6, 3.9, 4.0, 3.5, 3.6, 4.4, 4.7, 4.7, 4.7, 2.5, 2.1, 3.0, 3.1
REDMOND,OR, 24230, 44.27,121.15,   940,   909,Primary,65, 3, 4.4, 5.9, 6.2, 6.1, 4.9, 6.5, 7.6, 7.9, 7.8, 7.9, 4.5, 4.7, 5.9, 5.9
REDMOND,OR, 24230, 44.27,121.15,   940,   909,Primary,65, 4, 5.0, 5.6, 5.4, 5.0, 3.4, 6.8, 7.3, 7.2, 6.9, 7.3, 3.1, 4.1, 4.4, 4.5
REDMOND,OR, 24230, 44.27,121.15,   940,   909,Primary,65, 5, 6.8, 7.0, 6.6, 5.8, 3.5, 9.5, 9.8, 9.5, 8.9, 9.9, 4.9, 6.5, 6.5, 6.8
REDMOND,OR, 24230, 44.27,121.15,   940,   909,Primary,65, 6, 7.5, 7.3, 6.7, 5.7, 3.2,10.2,10.3, 9.9, 9.3,10.6, 5.6, 7.4, 7.1, 7.7
REDMOND,OR, 24230, 44.27,121.15,   940,   909,Primary,65, 7, 7.5, 7.5, 6.9, 6.0, 3.4,10.6,10.8,10.4, 9.8,11.0, 6.1, 8.2, 7.9, 8.5
REDMOND,OR, 24230, 44.27,121.15,   940,   909,Primary,65, 8, 6.3, 6.9, 6.6, 6.0, 3.8, 9.0, 9.6, 9.4, 9.0, 9.6, 5.0, 6.6, 6.9, 7.1
REDMOND,OR, 24230, 44.27,121.15,   940,   909,Primary,65, 9, 5.3, 6.7, 6.9, 6.6, 4.9, 8.1, 9.2, 9.3, 9.1, 9.3, 5.3, 6.3, 7.3, 7.3
REDMOND,OR, 24230, 44.27,121.15,   940,   909,Primary,65,10, 3.4, 4.9, 5.2, 5.3, 4.5, 5.1, 6.2, 6.5, 6.6, 6.6, 3.8, 3.6, 4.8, 4.8
REDMOND,OR, 24230, 44.27,121.15,   940,   909,Primary,65,11, 1.8, 2.7, 3.0, 3.1, 2.8, 2.4, 3.1, 3.3, 3.4, 3.5, 1.8, 1.2, 1.9, 2.0
REDMOND,OR, 24230, 44.27,121.15,   940,   909,Primary,65,12, 1.4, 2.3, 2.6, 2.8, 2.6, 2.0, 2.7, 2.9, 3.0, 3.1, 1.7, 1.1, 1.8, 2.0
REDMOND,OR, 24230, 44.27,121.15,   940,   909,Primary,66, 1, 1.5, 2.3, 2.6, 2.7, 2.5, 2.1, 2.7, 2.9, 3.0, 3.0, 1.6, 1.0, 1.7, 1.8
REDMOND,OR, 24230, 44.27,121.15,   940,   909,Primary,66, 2, 2.4, 3.4, 3.7, 3.8, 3.3, 3.4, 4.1, 4.3, 4.4, 4.4, 2.1, 1.8, 2.5, 2.6
REDMOND,OR, 24230, 44.27,121.15,   940,   909,Primary,66, 3, 4.1, 5.2, 5.4, 5.2, 4.1, 5.8, 6.7, 6.8, 6.7, 6.8, 3.5, 3.8, 4.6, 4.6
REDMOND,OR, 24230, 44.27,121.15,   940,   909,Primary,66, 4, 5.9, 6.8, 6.7, 6.2, 4.2, 8.5, 9.2, 9.2, 8.8, 9.3, 4.8, 6.1, 6.6, 6.7
REDMOND,OR, 24230, 44.27,121.15,   940,   909,Primary,66, 5, 6.7, 6.9, 6.5, 5.7, 3.5, 9.1, 9.4, 9.1, 8.6, 9.5, 4.6, 6.1, 6.0, 6.3
REDMOND,OR, 24230, 44.27,121.15,   940,   909,Primary,66, 6, 7.0, 6.9, 6.3, 5.4, 3.1, 9.3, 9.4, 9.0, 8.4, 9.6, 4.6, 6.1, 5.8, 6.3
REDMOND,OR, 24230, 44.27,121.15,   940,   909,Primary,66, 7, 7.3, 7.3, 6.8, 5.9, 3.3,10.4,10.5,10.2, 9.6,10.8, 5.7, 7.7, 7.5, 8.0
REDMOND,OR, 24230, 44.27,121.15,   940,   909,Primary,66, 8, 6.7, 7.3, 7.0, 6.3, 4.0, 9.9,10.4,10.2, 9.8,10.5, 5.7, 7.6, 7.9, 8.1
REDMOND,OR, 24230, 44.27,121.15,   940,   909,Primary,66, 9, 4.8, 5.9, 6.0, 5.8, 4.3, 7.1, 7.9, 8.0, 7.8, 8.0, 4.2, 5.1, 5.8, 5.9
REDMOND,OR, 24230, 44.27,121.15,   940,   909,Primary,66,10, 3.5, 5.2, 5.6, 5.7, 4.8, 5.5, 6.7, 7.0, 7.1, 7.1, 4.2, 4.1, 5.4, 5.4
REDMOND,OR, 24230, 44.27,121.15,   940,   909,Primary,66,11, 1.9, 2.9, 3.2, 3.3, 3.0, 2.6, 3.4, 3.6, 3.8, 3.8, 2.1, 1.5, 2.3, 2.4
REDMOND,OR, 24230, 44.27,121.15,   940,   909,Primary,66,12, 1.3, 2.0, 2.3, 2.4, 2.3, 1.8, 2.3, 2.5, 2.6, 2.6, 1.2, 0.7, 1.3, 1.4
REDMOND,OR, 24230, 44.27,121.15,   940,   909,Primary,67, 1, 1.5, 2.3, 2.5, 2.6, 2.4, 2.0, 2.6, 2.8, 2.9, 2.9, 1.4, 0.9, 1.5, 1.7
REDMOND,OR, 24230, 44.27,121.15,   940,   909,Primary,67, 2, 2.7, 4.0, 4.3, 4.4, 3.9, 3.9, 4.8, 5.1, 5.2, 5.3, 2.9, 2.4, 3.5, 3.6
REDMOND,OR, 24230, 44.27,121.15,   940,   909,Primary,67, 3, 3.6, 4.5, 4.6, 4.5, 3.6, 4.9, 5.6, 5.7, 5.6, 5.7, 2.4, 2.6, 3.2, 3.2
REDMOND,OR, 24230, 44.27,121.15,   940,   909,Primary,67, 4, 5.0, 5.5, 5.4, 5.0, 3.5, 6.4, 6.9, 6.8, 6.6, 6.9, 2.7, 3.4, 3.7, 3.8
REDMOND,OR, 24230, 44.27,121.15,   940,   909,Primary,67, 5, 6.8, 7.0, 6.5, 5.7, 3.4, 9.6, 9.9, 9.6, 9.1,10.0, 5.0, 6.8, 6.7, 7.1
REDMOND,OR, 24230, 44.27,121.15,   940,   909,Primary,67, 6, 7.4, 7.2, 6.6, 5.7, 3.1,10.3,10.4,10.0, 9.4,10.7, 5.5, 7.4, 7.1, 7.7
REDMOND,OR, 24230, 44.27,121.15,   940,   909,Primary,67, 7, 8.0, 8.0, 7.4, 6.4, 3.5,11.6,11.8,11.4,10.7,12.0, 6.9, 9.2, 8.9, 9.6
REDMOND,OR, 24230, 44.27,121.15,   940,   909,Primary,67, 8, 6.9, 7.5, 7.2, 6.5, 4.1,10.3,10.9,10.7,10.2,10.9, 6.1, 8.2, 8.4, 8.7
REDMOND,OR, 24230, 44.27,121.15,   940,   909,Primary,67, 9, 5.3, 6.6, 6.7, 6.5, 4.8, 8.1, 9.1, 9.2, 9.0, 9.2, 5.2, 6.4, 7.3, 7.4
REDMOND,OR, 24230, 44.27,121.15,   940,   909,Primary,67,10, 3.4, 4.8, 5.2, 5.3, 4.5, 5.0, 6.1, 6.4, 6.4, 6.5, 3.7, 3.4, 4.6, 4.6
REDMOND,OR, 24230, 44.27,121.15,   940,   909,Primary,67,11, 2.1, 3.4, 3.9, 4.1, 3.7, 3.1, 4.1, 4.5, 4.7, 4.7, 2.8, 2.0, 3.1, 3.3
REDMOND,OR, 24230, 44.27,121.15,   940,   909,Primary,67,12, 1.5, 2.6, 2.9, 3.1, 3.0, 2.2, 3.0, 3.3, 3.5, 3.5, 2.1, 1.3, 2.2, 2.3
REDMOND,OR, 24230, 44.27,121.15,   940,   909,Primary,68, 1, 1.7, 2.9, 3.3, 3.5, 3.2, 2.5, 3.4, 3.7, 3.9, 3.9, 2.2, 1.5, 2.4, 2.6
REDMOND,OR, 24230, 44.27,121.15,   940,   909,Primary,68, 2, 2.4, 3.3, 3.5, 3.6, 3.0, 3.3, 4.0, 4.1, 4.2, 4.2, 2.0, 1.8, 2.4, 2.5
REDMOND,OR, 24230, 44.27,121.15,   940,   909,Primary,68, 3, 4.1, 5.2, 5.4, 5.3, 4.2, 5.8, 6.7, 6.8, 6.7, 6.8, 3.4, 3.7, 4.5, 4.5
REDMOND,OR, 24230, 44.27,121.15,   940,   909,Primary,68, 4, 5.7, 6.4, 6.3, 5.9, 4.0, 8.0, 8.7, 8.6, 8.3, 8.7, 4.2, 5.4, 5.9, 6.0
REDMOND,OR, 24230, 44.27,121.15,   940,   909,Primary,68, 5, 6.8, 6.9, 6.5, 5.8, 3.5, 9.3, 9.6, 9.3, 8.8, 9.7, 4.8, 6.3, 6.3, 6.6
REDMOND,OR, 24230, 44.27,121.15,   940,   909,Primary,68, 6, 7.7, 7.6, 6.9, 5.9, 3.3,10.7,10.8,10.4, 9.8,11.1, 5.8, 7.8, 7.4, 8.0
REDMOND,OR, 24230, 44.27,121.15,   940,   909,Primary,68, 7, 7.9, 7.9, 7.3, 6.3, 3.5,11.5,11.7,11.3,10.7,12.0, 6.9, 9.3, 9.0, 9.6
REDMOND,OR, 24230, 44.27,121.15,   940,   909,Primary,68, 8, 5.9, 6.4, 6.1, 5.5, 3.6, 8.0, 8.5, 8.3, 7.9, 8.5, 4.1, 5.3, 5.5, 5.7
REDMOND,OR, 24230, 44.27,121.15,   940,   909,Primary,68, 9, 5.0, 6.3, 6.4, 6.2, 4.6, 7.5, 8.5, 8.6, 8.4, 8.6, 4.6, 5.5, 6.3, 6.3
REDMOND,OR, 24230, 44.27,121.15,   940,   909,Primary,68,10, 3.3, 4.8, 5.1, 5.2, 4.4, 5.0, 6.1, 6.4, 6.4, 6.4, 3.6, 3.5, 4.6, 4.6
REDMOND,OR, 24230, 44.27,121.15,   940,   909,Primary,68,11, 1.8, 2.7, 3.0, 3.1, 2.8, 2.5, 3.1, 3.3, 3.4, 3.5, 1.8, 1.3, 2.0, 2.1
REDMOND,OR, 24230, 44.27,121.15,   940,   909,Primary,68,12, 1.4, 2.1, 2.3, 2.5, 2.3, 1.8, 2.4, 2.6, 2.7, 2.7, 1.3, 0.8, 1.4, 1.5
REDMOND,OR, 24230, 44.27,121.15,   940,   909,Primary,69, 1, 1.7, 2.5, 2.9, 3.0, 2.9, 2.3, 3.0, 3.2, 3.4, 3.4, 1.5, 1.0, 1.6, 1.8
REDMOND,OR, 24230, 44.27,121.15,   940,   909,Primary,69, 2, 2.3, 3.1, 3.3, 3.4, 3.0, 3.0, 3.6, 3.8, 3.8, 3.8, 1.5, 1.2, 1.7, 1.8
REDMOND,OR, 24230, 44.27,121.15,   940,   909,Primary,69, 3, 4.2, 5.4, 5.6, 5.5, 4.4, 6.2, 7.2, 7.3, 7.2, 7.3, 3.8, 4.3, 5.2, 5.2
REDMOND,OR, 24230, 44.27,121.15,   940,   909,Primary,69, 4, 5.3, 5.9, 5.8, 5.4, 3.7, 7.3, 7.8, 7.8, 7.4, 7.9, 3.4, 4.4, 4.8, 4.9
REDMOND,OR, 24230, 44.27,121.15,   940,   909,Primary,69, 5, 6.5, 6.6, 6.2, 5.4, 3.3, 8.9, 9.2, 8.9, 8.4, 9.3, 4.3, 6.0, 5.9, 6.2
REDMOND,OR, 24230, 44.27,121.15,   940,   909,Primary,69, 6, 6.9, 6.8, 6.3, 5.4, 3.0, 9.3, 9.4, 9.0, 8.5, 9.6, 4.7, 6.2, 5.9, 6.4
REDMOND,OR, 24230, 44.27,121.15,   940,   909,Primary,69, 7, 8.0, 8.0, 7.4, 6.3, 3.5,11.7,11.9,11.6,10.9,12.2, 7.0, 9.5, 9.2, 9.9
REDMOND,OR, 24230, 44.27,121.15,   940,   909,Primary,69, 8, 7.2, 7.9, 7.6, 6.9, 4.3,10.9,11.6,11.4,10.9,11.7, 6.8, 9.1, 9.4, 9.7
REDMOND,OR, 24230, 44.27,121.15,   940,   909,Primary,69, 9, 4.8, 5.8, 5.9, 5.6, 4.1, 7.0, 7.8, 7.9, 7.7, 7.9, 4.1, 5.1, 5.8, 5.8
REDMOND,OR, 24230, 44.27,121.15,   940,   909,Primary,69,10, 3.3, 4.7, 5.0, 5.1, 4.3, 4.9, 5.9, 6.2, 6.2, 6.3, 3.5, 3.3, 4.4, 4.4
REDMOND,OR, 24230, 44.27,121.15,   940,   909,Primary,69,11, 2.1, 3.5, 4.0, 4.2, 3.8, 3.3, 4.3, 4.7, 4.9, 4.9, 3.0, 2.2, 3.4, 3.5
REDMOND,OR, 24230, 44.27,121.15,   940,   909,Primary,69,12, 1.4, 2.2, 2.5, 2.7, 2.5, 1.9, 2.5, 2.8, 2.9, 2.9, 1.6, 1.0, 1.7, 1.9
REDMOND,OR, 24230, 44.27,121.15,   940,   909,Primary,70, 1, 1.6, 2.4, 2.6, 2.7, 2.5, 2.1, 2.7, 2.9, 3.0, 3.1, 1.5, 1.0, 1.6, 1.7
REDMOND,OR, 24230, 44.27,121.15,   940,   909,Primary,70, 2, 2.6, 3.8, 4.1, 4.1, 3.6, 3.8, 4.7, 4.9, 5.0, 5.0, 2.8, 2.5, 3.4, 3.5
REDMOND,OR, 24230, 44.27,121.15,   940,   909,Primary,70, 3, 4.1, 5.1, 5.3, 5.2, 4.1, 5.7, 6.5, 6.7, 6.6, 6.7, 3.2, 3.5, 4.2, 4.2
REDMOND,OR, 24230, 44.27,121.15,   940,   909,Primary,70, 4, 5.1, 5.7, 5.6, 5.2, 3.6, 7.0, 7.5, 7.5, 7.2, 7.6, 3.2, 4.2, 4.6, 4.6
REDMOND,OR, 24230, 44.27,121.15,   940,   909,Primary,70, 5, 7.0, 7.1, 6.7, 5.9, 3.5, 9.7,10.0, 9.7, 9.1,10.1, 5.1, 6.8, 6.7, 7.1
REDMOND,OR, 24230, 44.27,121.15,   940,   909,Primary,70, 6, 6.8, 6.6, 6.1, 5.2, 3.0, 9.1, 9.1, 8.7, 8.2, 9.3, 4.5, 5.9, 5.7, 6.2
REDMOND,OR, 24230, 44.27,121.15,   940,   909,Primary,70, 7, 7.7, 7.7, 7.1, 6.1, 3.4,10.9,11.1,10.7,10.1,11.3, 6.3, 8.4, 8.1, 8.7
REDMOND,OR, 24230, 44.27,121.15,   940,   909,Primary,70, 8, 7.2, 7.8, 7.5, 6.8, 4.3,10.9,11.6,11.4,10.9,11.6, 6.7, 9.1, 9.4, 9.7
REDMOND,OR, 24230, 44.27,121.15,   940,   909,Primary,70, 9, 4.9, 6.1, 6.2, 6.0, 4.5, 7.3, 8.2, 8.3, 8.1, 8.3, 4.4, 5.3, 6.1, 6.2
REDMOND,OR, 24230, 44.27,121.15,   940,   909,Primary,70,10, 3.5, 5.0, 5.4, 5.5, 4.6, 5.4, 6.6, 6.9, 6.9, 6.9, 4.2, 4.1, 5.3, 5.4
REDMOND,OR, 24230, 44.27,121.15,   940,   909,Primary,70,11, 1.8, 2.7, 2.9, 3.0, 2.7, 2.5, 3.1, 3.3, 3.4, 3.4, 1.7, 1.3, 1.9, 2.0
REDMOND,OR, 24230, 44.27,121.15,   940,   909,Primary,70,12, 1.5, 2.4, 2.8, 2.9, 2.8, 2.1, 2.8, 3.1, 3.3, 3.3, 1.9, 1.2, 2.0, 2.2
REDMOND,OR, 24230, 44.27,121.15,   940,   909,Primary,71, 1, 1.7, 2.7, 3.0, 3.2, 3.0, 2.4, 3.2, 3.5, 3.6, 3.7, 2.0, 1.4, 2.2, 2.4
REDMOND,OR, 24230, 44.27,121.15,   940,   909,Primary,71, 2, 2.5, 3.5, 3.8, 3.9, 3.5, 3.5, 4.3, 4.6, 4.6, 4.7, 2.4, 2.0, 2.9, 3.0
