City    ,State   ,WBAN No ,Lat(N)  ,Long(W) ,Elev(m) ,Pres(mb),Stn Type,Year,Month,Flat-Plate Collector Facing South at Fixed Tilt=0,Flat-Plate Collector Facing South at Fixed Tilt=Lat-15,Flat-Plate Collector Facing South at Fixed Tilt=Lat,Flat-Plate Collector Facing South at Fixed Tilt=Lat+15,Flat-Plate Collector Facing South at Fixed Tilt=90,1-Axis Tracking Flat-Plate Collector with North-South Axis Axis Tilt=0,1-Axis Tracking Flat-Plate Collector with North-South Axis Axis Tilt=Lat-15,1-Axis Tracking Flat-Plate Collector with North-South Axis Axis Tilt=Lat,1-Axis Tracking Flat-Plate Collector with North-South Axis Axis Tilt=Lat+15,2-Axis Tracking Flat-Plate Collector,1-Axis Tracking Concentrating Collector with East-West Horizontal Axis,1-Axis Tracking Concentrating Collector with North-South Horizontal Axis,1-Axis Tracking Concentrating Collector with North-South Axis Axis Tilt=Lat,2-Axis Tracking Concentrating Collector
BARROW,AK, 27502, 71.30,156.78,     4,  1016,Secondary,61, 1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
BARROW,AK, 27502, 71.30,156.78,     4,  1016,Secondary,61, 2, 0.3, 1.5, 1.6, 1.6, 1.6, 0.7, 1.6, 1.7, 1.8, 1.8, 1.2, 0.5, 1.3, 1.3
BARROW,AK, 27502, 71.30,156.78,     4,  1016,Secondary,61, 3, 1.5, 3.4, 3.5, 3.5, 3.5, 2.8, 4.2, 4.3, 4.3, 4.3, 2.1, 1.6, 2.6, 2.7
BARROW,AK, 27502, 71.30,156.78,     4,  1016,Secondary,61, 4, 4.0, 6.5, 6.5, 6.2, 6.1, 7.3, 9.4, 9.4, 9.2, 9.4, 4.2, 4.6, 6.1, 6.2
BARROW,AK, 27502, 71.30,156.78,     4,  1016,Secondary,61, 5, 4.6, 5.0, 4.8, 4.5, 4.4, 6.0, 6.6, 6.5, 6.3, 6.8, 1.6, 2.0, 2.3, 2.4
BARROW,AK, 27502, 71.30,156.78,     4,  1016,Secondary,61, 6, 4.7, 4.6, 4.2, 3.7, 3.6, 6.1, 6.6, 6.4, 6.2, 6.9, 2.3, 2.5, 2.9, 3.2
BARROW,AK, 27502, 71.30,156.78,     4,  1016,Secondary,61, 7, 3.7, 3.5, 3.1, 2.7, 2.6, 4.4, 4.6, 4.4, 4.1, 4.8, 1.4, 1.6, 1.9, 2.0
BARROW,AK, 27502, 71.30,156.78,     4,  1016,Secondary,61, 8, 2.3, 2.1, 1.9, 1.7, 1.6, 2.4, 2.4, 2.3, 2.1, 2.5, 0.4, 0.5, 0.6, 0.6
BARROW,AK, 27502, 71.30,156.78,     4,  1016,Secondary,61, 9, 1.2, 1.3, 1.3, 1.1, 1.1, 1.3, 1.4, 1.4, 1.3, 1.4, 0.3, 0.2, 0.4, 0.4
BARROW,AK, 27502, 71.30,156.78,     4,  1016,Secondary,61,10, 0.4, 0.8, 0.8, 0.8, 0.8, 0.6, 0.8, 0.8, 0.8, 0.8, 0.2, 0.1, 0.3, 0.3
BARROW,AK, 27502, 71.30,156.78,     4,  1016,Secondary,61,11, 0.0, 0.1, 0.1, 0.1, 0.1, 0.0, 0.1, 0.1, 0.1, 0.1, 0.1, 0.0, 0.1, 0.1
BARROW,AK, 27502, 71.30,156.78,     4,  1016,Secondary,61,12, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
