"City:    ","SAN JUAN              "
"State:   ","PR"
"WBAN No: ", 11641
"Lat(N):  ", 18.43
"Long(W): ", 66.00
"Elev(m): ",    19
"Pres(mb):",  1014
"Stn Type:","Primary"
"MONTHLY SOLAR RADIATION (kWh/m2/day)"
"COLUMN A: Year"
"COLUMN B: Month"
"COLUMN C: Flat-Plate Collector Facing South at Fixed Tilt=0"
"COLUMN D: Flat-Plate Collector Facing South at Fixed Tilt=Lat-15"
"COLUMN E: Flat-Plate Collector Facing South at Fixed Tilt=Lat"
"COLUMN F: Flat-Plate Collector Facing South at Fixed Tilt=Lat+15"
"COLUMN G: Flat-Plate Collector Facing South at Fixed Tilt=90"
"COLUMN H: 1-Axis Tracking Flat-Plate Collector with North-South Axis, Axis Tilt=0"
"COLUMN I: 1-Axis Tracking Flat-Plate Collector with North-South Axis, Axis Tilt=Lat-15"
"COLUMN J: 1-Axis Tracking Flat-Plate Collector with North-South Axis, Axis Tilt=Lat"
"COLUMN K: 1-Axis Tracking Flat-Plate Collector with North-South Axis, Axis Tilt=Lat+15"
"COLUMN L: 2-Axis Tracking Flat-Plate Collector"
"COLUMN M: 1-Axis Tracking Concentrating Collector with East-West Horizontal Axis"
"COLUMN N: 1-Axis Tracking Concentrating Collector with North-South Horizontal Axis"
"COLUMN O: 1-Axis Tracking Concentrating Collector with North-South Axis, Axis Tilt=Lat"
"COLUMN P: 2-Axis Tracking Concentrating Collector"
"COL A","COL B","COL C","COL D","COL E","COL F","COL G","COL H","COL I","COL J","COL K","COL L","COL M","COL N","COL O","COL P"
61, 1, 4.3, 4.5, 5.2, 5.6, 4.3, 5.8, 5.9, 6.4, 6.7, 6.8, 3.7, 3.7, 4.2, 4.5
61, 2, 5.0, 5.2, 5.8, 6.0, 4.1, 6.7, 6.9, 7.3, 7.5, 7.5, 3.9, 4.4, 4.9, 5.0
61, 3, 5.6, 5.7, 6.0, 5.9, 3.1, 7.2, 7.3, 7.5, 7.4, 7.5, 3.4, 4.3, 4.5, 4.5
61, 4, 5.8, 5.8, 5.7, 5.4, 2.0, 7.4, 7.4, 7.3, 7.1, 7.4, 3.3, 4.4, 4.4, 4.5
61, 5, 6.3, 6.3, 5.9, 5.3, 1.5, 8.0, 8.0, 7.7, 7.2, 8.0, 3.7, 4.8, 4.6, 4.8
61, 6, 5.7, 5.6, 5.2, 4.6, 1.5, 6.9, 6.9, 6.6, 6.1, 7.0, 3.0, 3.8, 3.6, 3.9
61, 7, 5.9, 5.8, 5.5, 4.8, 1.5, 7.2, 7.2, 6.9, 6.4, 7.3, 3.3, 4.2, 3.9, 4.2
61, 8, 5.6, 5.6, 5.4, 5.0, 1.6, 6.9, 6.9, 6.8, 6.4, 7.0, 3.0, 4.0, 3.9, 4.0
61, 9, 5.6, 5.6, 5.7, 5.5, 2.5, 7.1, 7.1, 7.2, 7.0, 7.2, 3.1, 4.1, 4.2, 4.2
61,10, 4.4, 4.5, 4.8, 4.9, 3.0, 5.5, 5.6, 5.8, 5.9, 5.9, 2.5, 2.9, 3.1, 3.2
